Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.28951947475558426,1.3442836524539334,-0.5509823262819465,1.179655591404082,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,0.11051100731113575,1.0558675532793345,0.6862796905238219,0.040013170837203564,0.9156854317811586,-0.10997934365771968,-0.36045389067018,0.3644462590574144,1.3594874297900403,-0.5629266660106157,-0.1547789303499636,-0.15756337291581363,-0.30369705384768014,-0.10465105601472934,2.0907338755027447,-0.5571017422799076,0.1438419250880033,4.075093833059752,-0.28315597876866333,-0.10320878057731646,1.5172366321735706,-0.48170242960584814,0.40152810198831723,-0.19226097673866652,1.4655147265075754,1.1329118043612256,-1.7967892843048152
-0.28951947475558426,0.21578522837655334,2.5267646871035416,0.48681120459738464,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-0.21335212693974254,-0.5584314529218445,0.24511379486366416,0.9156854317811586,-0.10997934365771968,-0.36045389067018,0.3644462590574144,-0.7355713470292553,-0.5629266660106157,-0.5650491087433608,-0.15756337291581363,-0.30369705384768014,0.30495661708464167,-1.9727633673133727,-1.5370943525631995,-2.1892172394447673,-0.19685554859475998,-0.28315597876866333,0.8176395902220271,-2.050253038268615,-1.4821613218641478,-1.9698890030179927,-0.19226097673866652,0.2996335127404704,-0.5248648178148455,0.7957817028142858
-0.28951947475558426,1.3442836524539334,-0.5509823262819465,-0.6679294400804445,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,1.1022271772684589,1.0558675532793345,-0.3094892242327112,0.040013170837203564,-1.0920780928608154,-0.10997934365771968,-0.36045389067018,0.3644462590574144,1.3594874297900403,-0.5629266660106157,2.1700854138792876,-0.15756337291581363,-0.30369705384768014,-0.5142587291141003,0.4175291284608142,-0.5571017422799076,1.3789908945465286,-0.19685554859475998,-0.28315597876866333,-0.5636329659769883,0.7527745599359594,-1.1486750244447146,1.2988210606393533,-0.19226097673866652,0.8637695839181019,-1.1014827733543486,0.352607175101619
-0.28951947475558426,-1.10079626638039,1.7573279337571697,0.48681120459738464,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-0.21335212693974254,0.6862796905238219,0.040013170837203564,0.9156854317811586,-0.10997934365771968,-0.36045389067018,0.3644462590574144,-0.7355713470292553,1.7764303245516209,-0.5650491087433608,-0.15756337291581363,-0.30369705384768014,0.30495661708464167,-0.06052937069402316,0.7495550714311482,0.3398973170655471,-0.19685554859475998,-0.28315597876866333,0.8176395902220271,0.49795386919008905,1.1857290574913182,0.2869630188748367,-0.19226097673866652,0.2996335127404704,-0.5248648178148455,0.7957817028142858
-0.28951947475558426,0.21578522837655334,-0.5509823262819465,0.02491494672625298,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-1.3919132585717426,0.6862796905238219,0.45021441889012476,-1.0920780928608154,-0.10997934365771968,-0.36045389067018,0.3644462590574144,-0.7355713470292553,1.7764303245516209,-0.4282923826122284,-0.15756337291581363,-0.30369705384768014,-0.10465105601472934,0.6565583780382329,-0.2304375388521437,0.023757997501757628,-0.19685554859475998,-0.28315597876866333,-0.10320878057731646,1.2624159414277,0.18527016523301842,0.24129721651491778,-0.19226097673866652,1.4655147265075754,1.1329118043612256,-1.7967892843048152
-0.28951947475558426,-1.10079626638039,0.21845442706442544,-1.1298256979515762,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-0.21335212693974254,-0.8073736816109777,-0.7803893252686388,0.9156854317811586,-0.10997934365771968,-0.36045389067018,-2.7438887768702855,-0.7355713470292553,-0.5629266660106157,-0.7018058348744932,-0.15756337291581363,0.1297958362917471,-0.10465105601472934,-0.06052937069402316,0.4228908680033842,0.22226408187902053,1.2271275786234106,-0.28315597876866333,-0.10320878057731646,0.7527745599359594,-0.14821613218641486,0.20925103942023804,-0.19226097673866652,0.8637695839181019,-1.1014827733543486,0.352607175101619
-0.28951947475558426,0.9681175110948067,-0.5509823262819465,-0.8988775690160103,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-1.3919132585717426,-0.5584314529218445,-0.5752887012421782,-1.0920780928608154,-0.10997934365771968,2.7742799450457674,-2.7438887768702855,1.3594874297900403,-0.5629266660106157,1.076031604830228,-0.15756337291581363,-0.30369705384768014,-0.5142587291141003,1.1346168771930703,-0.2304375388521437,0.5898679418369152,1.2271275786234106,-0.28315597876866333,-0.5636329659769883,1.0075952506818298,-0.48170242960584814,0.27334339360959753,1.1045581604790056,-0.8286386296147925,-1.461868995566538,-1.3802052282549087
-0.28951947475558426,-1.10079626638039,3.296201440449914,0.48681120459738464,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,-1.2117772192986285,-1.3919132585717426,-0.8073736816109777,0.040013170837203564,0.9156854317811586,-0.10997934365771968,-0.36045389067018,0.3644462590574144,1.3594874297900403,-0.5629266660106157,-0.7018058348744932,-0.15756337291581363,-0.30369705384768014,0.30495661708464167,-0.06052937069402316,0.4228908680033842,0.6879936655216762,-0.19685554859475998,-0.28315597876866333,0.8176395902220271,1.0075952506818298,0.5187564626524517,0.34544729207262725,1.1045581604790056,-0.1892844156134771,-0.45278757337240766,0.8977118441881992
-0.28951947475558426,0.9681175110948067,-0.5509823262819465,0.02491494672625298,0.3523960932472828,1.1273595930672853,-0.1422860655761182,0.7716551206160179,0.6932333589310268,-1.5542003676783775,-1.3956911973480206,-1.0920780928608154,-0.10997934365771968,-0.36045389067018,0.3644462590574144,-0.7355713470292553,-0.5629266660106157,3.2641392229283466,-0.15756337291581363,-0.30369705384768014,-0.10465105601472934,0.8955876276156516,-1.5370943525631995,-2.1892172394447673,-0.19685554859475998,-0.28315597876866333,-0.5636329659769883,0.49795386919008905,-1.4821613218641478,-1.9698890030179927,-0.19226097673866652,-1.5056019150279505,0.98875731547635,0.1443151470766655
-0.28951947475558426,-1.10079626638039,1.7573279337571697,0.48681120459738464,0.3523960932472828,-0.3829412724179226,-0.1422860655761182,1.1022271772684589,0.9652090046922575,0.6862796905238219,0.45021441889012476,0.9156854317811586,-0.10997934365771968,-0.36045389067018,0.3644462590574144,-0.7355713470292553,1.7764303245516209,-0.7018058348744932,-0.15756337291581363,-0.30369705384768014,0.30495661708464167,-0.2995586202714418,0.4228908680033842,0.19873743484171535,-0.19685554859475998,-0.28315597876866333,0.35721540482235536,-0.2665082030475221,0.5187564626524517,0.2605249227717256,-0.19226097673866652,-1.5056019150279505,0.98875731547635,0.1443151470766655
